,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
204064,6008765A16802C03E8B1A489,400043,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,CAT104,NAN,26MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26_OTHERS_26MM_EDWARDS_RING ANNULOPLASTY MC3 TRICUSPID 4900T26_1_71390
204065,6008765A16802C03E8B1A48A,400044,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,CAT104,NAN,34MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34_OTHERS_34MM_EDWARDS_RING ANNULOPLASTY MC3 TRICUSPID 4900T34_1_71390
204066,6008765A16802C03E8B1A48B,400045,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,CAT104,NAN,26MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26_OTHERS_26MM_EDWARDS_RING ANNULOPLASTY MC3 TRICUSPID 4900T26_1_71390
204072,6008765A16802C03E8B1A494,400054,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,CAT104,NAN,34MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34_OTHERS_34MM_EDWARDS_RING ANNULOPLASTY MC3 TRICUSPID 4900T34_1_71390
206761,6008765B16802C03E8B1AF27,402770,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206764,6008765B16802C03E8B1AF2A,402773,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
206769,6008765B16802C03E8B1AF2F,402778,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
206873,6008765B16802C03E8B1AF99,402884,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_OTHERS_2.75X16MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_1_31584
206874,6008765B16802C03E8B1AF9A,402885,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_OTHERS_2.75X16MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_1_31584
206881,6008765B16802C03E8B1AFAD,402904,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206882,6008765C16802C03E8B1AFB0,402907,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
206884,6008765C16802C03E8B1AFB5,402912,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
206885,6008765C16802C03E8B1AFB6,402913,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
206927,6008765C16802C03E8B1AFEC,402967,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER,CAT104,NAN,2.75 X� 28MM,YES,FOR150,STENT CORONARY DRUG ELUTING ULTIMASTER,GRP540,5,SMMFG00758-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TERUMO,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER_OTHERS_2.75 X� 28MM_TERUMO_STENT CORONARY DRUG ELUTING ULTIMASTER_1_31584
206933,6008765C16802C03E8B1AFF2,402973,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER,CAT104,NAN,2.75 X� 28MM,YES,FOR150,STENT CORONARY DRUG ELUTING ULTIMASTER,GRP540,5,SMMFG00758-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TERUMO,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING ULTIMASTER_OTHERS_2.75 X� 28MM_TERUMO_STENT CORONARY DRUG ELUTING ULTIMASTER_1_31584
206940,6008765C16802C03E8B1AFFA,402981,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206941,6008765C16802C03E8B1AFFB,402982,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_TRANSLUMINA_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
207358,6008765C16802C03E8B1B19F,403402,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,GRP561,12,SMMFG00702-01,615284,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC_OTHERS_NAN_MEDTRONIC_AICD SINGLE CHAMBER MAXIMO II VR D284VRC_1_615284
207380,6008765C16802C03E8B1B1B5,403424,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,GRP561,12,SMMFG00794-01,325000,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,ST.JUDE,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_OTHERS_NAN_ST.JUDE_AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_1_325000
207381,6008765C16802C03E8B1B1B6,403425,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q,GRP561,12,SMMFG00794-01,325000,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,ST.JUDE,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_OTHERS_NAN_ST.JUDE_AICD SINGLE CHAMBER ELLIPSE VR CD 1277-36Q_1_325000
207382,6008765C16802C03E8B1B1B7,403426,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,CAT104,NAN,NAN,NO,FOR150,AICD SINGLE CHAMBER MAXIMO II VR D284VRC,GRP561,12,SMMFG00702-01,615284,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES AICD SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AICD SINGLE CHAMBER MAXIMO II VR D284VRC_OTHERS_NAN_MEDTRONIC_AICD SINGLE CHAMBER MAXIMO II VR D284VRC_1_615284
207510,6008765C16802C03E8B1B237,403554,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1_558623
207528,6008765C16802C03E8B1B249,403572,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,CAT104,NAN,NAN,NO,FOR150,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01,GRP570,12,SMMFG00702-01,558623,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES CRTP (BIVENTRICULAR PACEMAKER) DF-1 LEAD CONNECTOR NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_OTHERS_NAN_MEDTRONIC_CRTP (BIVENTRICULAR PACEMAKER) SYNCRA C2TR01_1_558623
207656,6008765C16802C03E8B1B2CA,403701,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_BOSTON SCIENTIFIC_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1_376000
207667,6008765C16802C03E8B1B2D5,403712,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100,GRP578,12,SMMFG00806-01,376000,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE MRI COMPATIBLE 1.5 TESLA,BOSTON SCIENTIFIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_OTHERS_NAN_BOSTON SCIENTIFIC_PACEMAKER DUAL CHAMBER ESSENTIO EL DR 60L131-100_1_376000
207689,6008765C16802C03E8B1B2EB,403734,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1_252690
207732,6008765C16802C03E8B1B316,403777,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,CAT104,NAN,NAN,NO,FOR150,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1,GRP580,12,SMMFG00702-01,252690,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER DUAL CHAMBER RATE RESPONSIVE NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_OTHERS_NAN_MEDTRONIC_PACEMAKER DUAL CHAMBER ADAPTA DR WITH XTRA LONGIVITY ADDRL1_1_252690
207761,6008765C16802C03E8B1B333,403806,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1_82400
207821,6008765C16802C03E8B1B36F,403866,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER RELIA VVI RES01,GRP584,12,SMMFG00702-01,82400,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,MEDTRONIC,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER RELIA VVI RES01_OTHERS_NAN_MEDTRONIC_PACEMAKER SINGLE CHAMBER RELIA VVI RES01_1_82400
207822,6008765C16802C03E8B1B370,403867,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_ST.JUDE_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1_0
207823,6008765C16802C03E8B1B371,403868,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,CAT104,NAN,NAN,NO,FOR150,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948,GRP584,12,SMMFG00794-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER SINGLE CHAMBER NON MRI COMPATIBLE,ST.JUDE,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_OTHERS_NAN_ST.JUDE_PACEMAKER SINGLE CHAMBER VERITY VVI 5056+1948_1_0
207911,6008765C16802C03E8B1B3C9,403956,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_VITATRON_PACEMAKER LEADS BRILLIANT VITALITY-2_1_0
207912,6008765C16802C03E8B1B3CA,403957,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2,CAT104,NAN,NAN,NO,FOR150,PACEMAKER LEADS BRILLIANT VITALITY-2,GRP587,28,SMMFG02210-01,0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CRM DEVICES PACEMAKER LEAD,VITATRON,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PACEMAKER LEADS BRILLIANT VITALITY-2_OTHERS_NAN_VITATRON_PACEMAKER LEADS BRILLIANT VITALITY-2_1_0
208331,6008765C16802C03E8B1B56D,404376,NAN,SCREW SCHANZ,CAT104,NAN,NAN,NO,FOR150,SCREW SCHANZ,GRP611,12,SMMFG02235-01,117,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC153,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,FIXATION SYSTEMS,HITECH,IMPLANTS,ORTHOPAEDICS,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,SCREW SCHANZ_OTHERS_NAN_HITECH_SCREW SCHANZ_1_117
