,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
63516,6008761316802C03E8AF7976,166845,NAN,EBSPOR CREAM,CAT100,NAN,1%W/W,NO,FOR113,EBERCONAZOLE,GRP140,12,SMMFG00027-01,450.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNGAL-DERMATOLOGICALS,INTAS PHARMA,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,EBERCONAZOLE_CREAMS_1%W/W_INTAS PHARMA_EBSPOR CREAM_1
63653,6008761316802C03E8AF7A00,166983,NAN,EVICT ORAL SOLUTION,CAT100,NAN,10000MG,NO,FOR106,LACTULOSE,GRP235,12,SMMFG00121-01,515.03,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,ALBERT DAVID,PHARMA,GASTROENTEROLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_LIQUIDS/SOLUTIONS_10000MG_ALBERT DAVID_EVICT ORAL SOLUTION_1
70983,6008761616802C03E8AF96E2,174377,NAN,FOURDERM CREAM,CAT100,NAN,0.20%W/W+0.05%W/W+2%W/W+0.5%W/W,NO,FOR113,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN,GRP286,12,SMMFG00010-01,97.5,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN_CREAMS_0.20%W/W+0.05%W/W+2%W/W+0.5%W/W_CIPLA_FOURDERM CREAM_1
70989,6008761616802C03E8AF96E9,174384,NAN,FUNGICROS CREAM,CAT100,NAN,0.25%W/W+1%W/W,NO,FOR113,AMOROLFINE+PHENOXYETHANOL,GRP286,12,SMMFG01470-01,168.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOROLFINE+PHENOXYETHANOL_CREAMS_0.25%W/W+1%W/W_SUN PHARMA_FUNGICROS CREAM_1
70990,6008761616802C03E8AF96EA,174385,NAN,FEMILON TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00024-02,250.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,ORGANON INDIA LTD,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_ORGANON INDIA LTD_FEMILON TAB_21
71023,6008761616802C03E8AF9710,174423,NAN,FREEDASE 30 TAB,CAT100,NAN,30MCG+2MG,NO,FOR102,DIENOGEST+ETHINYL ESTRADIOL,GRP286,12,SMMFG01470-01,480.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DIENOGEST+ETHINYL ESTRADIOL_TABLETS_30MCG+2MG_SUN PHARMA_FREEDASE 30 TAB_21
71123,6008761616802C03E8AF9782,174537,NAN,FOURDERM CREAM,CAT100,NAN,0.20%W/W+0.05%W/W+2%W/W+0.5%W/W,NO,FOR113,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN,GRP286,12,SMMFG00010-01,152.5,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN_CREAMS_0.20%W/W+0.05%W/W+2%W/W+0.5%W/W_CIPLA_FOURDERM CREAM_1
71144,6008761616802C03E8AF9798,174559,NAN,FORXIGA 5 MG TAB,CAT100,NAN,5MG,NO,FOR102,DAPAGLIFLOZIN,GRP254,12,SMMFG00173-01,761.6,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC117,STH113,14,STRIP,NAN,NAN,NAN,NO,NAN,DIABETOLOGY,ORAL ANTIDIABETICS,ASTRAZENECA,PHARMA,ANTI-DIABETIC,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DAPAGLIFLOZIN_TABLETS_5MG_ASTRAZENECA_FORXIGA 5 MG TAB_14
71177,6008761616802C03E8AF97BC,174595,NAN,FUNZI L CREAM,CAT100,NAN,1%W/W,NO,FOR113,LULICONAZOLE,GRP140,12,SMMFG00038-01,119.79,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNGAL-DERMATOLOGICALS,CORONA REMEDIES,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LULICONAZOLE_CREAMS_1%W/W_CORONA REMEDIES_FUNZI L CREAM_1
71216,6008761616802C03E8AF97EA,174641,NAN,FUNGICROS CREAM,CAT100,NAN,0.25%W/W+1%W/W,NO,FOR113,AMOROLFINE+PHENOXYETHANOL,GRP286,12,SMMFG01470-01,351.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOROLFINE+PHENOXYETHANOL_CREAMS_0.25%W/W+1%W/W_SUN PHARMA_FUNGICROS CREAM_1
71236,6008761616802C03E8AF97FE,174661,NAN,FUNGICROS CREAM,CAT100,NAN,0.25%W/W+1%W/W,NO,FOR113,AMOROLFINE+PHENOXYETHANOL,GRP286,12,SMMFG01470-01,470.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMOROLFINE+PHENOXYETHANOL_CREAMS_0.25%W/W+1%W/W_SUN PHARMA_FUNGICROS CREAM_1
71337,6008761616802C03E8AF9868,174767,NAN,FUNZI L CREAM,CAT100,NAN,1%W/W,NO,FOR113,LULICONAZOLE,GRP140,12,SMMFG00038-01,350.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNGAL-DERMATOLOGICALS,CORONA REMEDIES,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LULICONAZOLE_CREAMS_1%W/W_CORONA REMEDIES_FUNZI L CREAM_1
71361,6008761616802C03E8AF9880,174791,NAN,FOURDERM CREAM,CAT100,NAN,0.20%W/W+0.05%W/W+2%W/W+0.5%W/W,NO,FOR113,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN,GRP286,12,SMMFG00010-01,51.5,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN_CREAMS_0.20%W/W+0.05%W/W+2%W/W+0.5%W/W_CIPLA_FOURDERM CREAM_1
71521,6008761616802C03E8AF9923,174954,NAN,FUNZI L CREAM,CAT100,NAN,1%W/W,NO,FOR113,LULICONAZOLE,GRP140,12,SMMFG00038-01,240.79,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNGAL-DERMATOLOGICALS,CORONA REMEDIES,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LULICONAZOLE_CREAMS_1%W/W_CORONA REMEDIES_FUNZI L CREAM_1
71587,6008761616802C03E8AF9965,175020,NAN,FUNGISOME 50 MG INJ,CAT100,NAN,50MG,NO,FOR105,LIPOSOMAL AMPHOTERICIN B,GRP104,12,SMMFG01663-01,7671.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,AGENTS FOR SYST.FUNGAL,LIFECARE,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LIPOSOMAL AMPHOTERICIN B_INJECTIONS_50MG_LIFECARE_FUNGISOME 50 MG INJ_1
71915,6008761716802C03E8AF9AB2,175353,NAN,FOURDERM CREAM,CAT100,NAN,0.20%W/W+0.05%W/W+2%W/W+0.5%W/W,NO,FOR113,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN,GRP286,12,SMMFG00010-01,119.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,1,TUBE,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE+CLOBETASOL+MICONAZOLE+NEOMYCIN_CREAMS_0.20%W/W+0.05%W/W+2%W/W+0.5%W/W_CIPLA_FOURDERM CREAM_1
73333,6008761916802C03E8AFA044,176779,NAN,FORANE SOLUTION 250 ML,CAT100,NAN,NAN,NO,FOR106,ISOFLURANE,GRP115,12,SMMFG00014-01,2750.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC116,STH104,1,BOTTLE,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANAESTHETICS GENERAL,ABBOTT,PHARMA,ANESTHETICS,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ISOFLURANE_LIQUIDS/SOLUTIONS_NAN_ABBOTT_FORANE SOLUTION 250 ML_1
73585,6008761916802C03E8AFA141,177032,NAN,FUNGISOME 50 MG INJ,CAT100,NAN,50MG,NO,FOR105,LIPOSOMAL AMPHOTERICIN B,GRP104,12,SMMFG01663-01,4560.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,AGENTS FOR SYST.FUNGAL,LIFECARE,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LIPOSOMAL AMPHOTERICIN B_INJECTIONS_50MG_LIFECARE_FUNGISOME 50 MG INJ_1
78575,6008761F16802C03E8AFB4E7,182062,NAN,GABANEURON TAB,CAT100,NAN,300MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG00002-01,210.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,ARISTO PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_300MG+500MCG_ARISTO PHARMA_GABANEURON TAB_10
78596,6008761F16802C03E8AFB4FF,182086,NAN,GINETTE 35 TAB,CAT100,NAN,2MG+0.035MG,NO,FOR102,CYPROTERONE+ETHINYL ESTRADIOL,GRP286,12,SMMFG00010-01,326.02,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROTERONE+ETHINYL ESTRADIOL_TABLETS_2MG+0.035MG_CIPLA_GINETTE 35 TAB_21
78635,6008761F16802C03E8AFB52C,182131,NAN,GABANTIN PLUS TAB,CAT100,NAN,100MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG01470-01,93.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,SUN PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_100MG+500MCG_SUN PHARMA_GABANTIN PLUS TAB_10
78660,6008761F16802C03E8AFB546,182157,NAN,GABANTIN FORTE TAB,CAT100,NAN,300MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG01470-01,189.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,SUN PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_300MG+500MCG_SUN PHARMA_GABANTIN FORTE TAB_10
78692,6008761F16802C03E8AFB568,182191,NAN,GUDRIL TAB,CAT100,NAN,325MG+37.5MG,NO,FOR102,PARACETAMOL+TRAMADOL,GRP248,12,SMMFG00027-01,95.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,NON-NARCOTICS-ANTIPYER.,INTAS PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,PARACETAMOL+TRAMADOL_TABLETS_325MG+37.5MG_INTAS PHARMA_GUDRIL TAB_10
80025,6008762016802C03E8AFBAB1,183544,NAN,GENTICYN 80 MG INJ,CAT100,NAN,80MG,NO,FOR105,GENTAMICIN,GRP108,12,SMMFG00014-01,49.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,ALL OTHER ANTIBIOTICS,ABBOTT,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GENTAMICIN_INJECTIONS_80MG_ABBOTT_GENTICYN 80 MG INJ_1
85366,6008762216802C03E8AFCFB4,188923,NAN,GEETHER 150 MG INJ,CAT100,NAN,150MG,NO,FOR105,ARTEETHER,GRP145,12,SMMFG01331-01,79.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,ANTIMALARIALS,GENESIS BIOTECH INC,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ARTEETHER_INJECTIONS_150MG_GENESIS BIOTECH INC_GEETHER 150 MG INJ_1
85523,6008762316802C03E8AFD051,189080,NAN,GEETHER 150 MG INJ,CAT100,NAN,150MG,NO,FOR105,ARTEETHER,GRP145,12,SMMFG01331-01,56.6,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,ANTIMALARIALS,GENESIS BIOTECH INC,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ARTEETHER_INJECTIONS_150MG_GENESIS BIOTECH INC_GEETHER 150 MG INJ_1
85604,6008762316802C03E8AFD0A6,189165,NAN,HEXIDINE MOUTH WASH,CAT100,NAN,0.2%W/V,NO,FOR106,CHLORHEXIDINE GLUCONATE,GRP161,12,SMMFG00442-01,99.4,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTISEPTIC-DISINFECTANT,ICPA HEALTH,PHARMA,DERMATOLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE_LIQUIDS/SOLUTIONS_0.2%W/V_ICPA HEALTH_HEXIDINE MOUTH WASH_1
85607,6008762316802C03E8AFD0A9,189168,NAN,HEXIDINE MOUTH WASH,CAT100,NAN,0.2%W/V,NO,FOR106,CHLORHEXIDINE GLUCONATE,GRP161,12,SMMFG00442-01,54.4,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTISEPTIC-DISINFECTANT,ICPA HEALTH,PHARMA,DERMATOLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE_LIQUIDS/SOLUTIONS_0.2%W/V_ICPA HEALTH_HEXIDINE MOUTH WASH_1
85647,6008762316802C03E8AFD0D4,189211,NAN,HUNGRY SYP 200 ML,CAT100,NAN,NAN,NO,FOR104,CYPROHEPTADINE,GRP170,12,SMMFG00052-01,30.18,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC105,STH105,1,BOTTLE,NAN,NAN,NAN,NO,NAN,NUTRITIONAL AND DIETARY SUPPLEMENTS,APPETITE STIMULANTS,LABORATE PHARMA,PHARMA,VITAMINS / MINERALS / NUTRIENTS,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROHEPTADINE_SYRUPS_NAN_LABORATE PHARMA_HUNGRY SYP 200 ML_1
85651,6008762316802C03E8AFD0D8,189215,NAN,HEXIDINE MOUTH WASH,CAT100,NAN,0.2%W/V,NO,FOR106,CHLORHEXIDINE GLUCONATE,GRP161,12,SMMFG00442-01,258.5,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTISEPTIC-DISINFECTANT,ICPA HEALTH,PHARMA,DERMATOLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CHLORHEXIDINE GLUCONATE_LIQUIDS/SOLUTIONS_0.2%W/V_ICPA HEALTH_HEXIDINE MOUTH WASH_1
85949,6008762416802C03E8AFD20C,189523,NAN,HYDROGEN PEROXIDE SOLUTION,CAT100,NAN,6.5%W/V,NO,FOR106,HYDROGEN PEROXIDE,GRP261,12,SMMFG00193-01,26.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,OTH.DERMATOLOGICAL PREP.,PROCTER & GAMBLE,PHARMA,DERMATOLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,HYDROGEN PEROXIDE_LIQUIDS/SOLUTIONS_6.5%W/V_PROCTER & GAMBLE_HYDROGEN PEROXIDE SOLUTION_1
86126,6008762416802C03E8AFD2BE,189701,NAN,HOMATROPINE EYE DROP,CAT100,NAN,2%W/V,NO,FOR114,HOMATROPINE,GRP244,12,SMMFG00510-01,48.4,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC120,STH118,1,PACKET,NAN,NAN,NAN,NO,NAN,OPHTHALMOLOGY & OTOLOGY,MYDRIATICS & CYCLOPLEG.,BELL PHARMA,PHARMA,EYE AND ENT,DROPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,HOMATROPINE_DROPS_2%W/V_BELL PHARMA_HOMATROPINE EYE DROP_1
86167,6008762416802C03E8AFD2E7,189742,NAN,HYDROGEN PEROXIDE SOLUTION,CAT100,NAN,6.5%W/V,NO,FOR106,HYDROGEN PEROXIDE,GRP261,12,SMMFG00193-01,60.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,OTH.DERMATOLOGICAL PREP.,PROCTER & GAMBLE,PHARMA,DERMATOLOGY,LIQUIDS/SOLUTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,HYDROGEN PEROXIDE_LIQUIDS/SOLUTIONS_6.5%W/V_PROCTER & GAMBLE_HYDROGEN PEROXIDE SOLUTION_1
86245,6008762416802C03E8AFD335,189820,NAN,HOMATROPINE EYE DROP,CAT100,NAN,2%W/V,NO,FOR114,HOMATROPINE,GRP244,12,SMMFG00510-01,26.5,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC120,STH118,1,PACKET,NAN,NAN,NAN,NO,NAN,OPHTHALMOLOGY & OTOLOGY,MYDRIATICS & CYCLOPLEG.,BELL PHARMA,PHARMA,EYE AND ENT,DROPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,HOMATROPINE_DROPS_2%W/V_BELL PHARMA_HOMATROPINE EYE DROP_1
86666,6008762616802C03E8AFD4DD,190244,NAN,HUNGRY SYP 200 ML,CAT100,NAN,NAN,NO,FOR104,CYPROHEPTADINE,GRP218,12,SMMFG00052-01,100.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH116,1,BOTTLE,NAN,NAN,NAN,NO,NAN,HEPATOLOGY,HEPATIC PROT.LIPOTROPIC,LABORATE PHARMA,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROHEPTADINE_SYRUPS_NAN_LABORATE PHARMA_HUNGRY SYP 200 ML_1
88816,6008762916802C03E8AFDD59,192418,NAN,ITRAZOLE 100 CAP,CAT100,NAN,100MG,NO,FOR109,ITRACONAZOLE,GRP139,12,SMMFG00016-01,52.75,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,4,STRIP,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNG. SYST. EX.GRIS.,LUPIN LIMITED,PHARMA,DERMATOLOGY,CAPSULES,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ITRACONAZOLE_CAPSULES_100MG_LUPIN LIMITED_ITRAZOLE 100 CAP_4
89222,6008762916802C03E8AFDEF6,192831,NAN,IMMUNO RHO 300 MCG INJ,CAT100,NAN,300MCG,NO,FOR105,ANTI RH D IMMUNOGLOBULIN,GRP309,12,SMMFG01455-01,2575.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC108,STH114,1,VIAL,NAN,NAN,NAN,NO,NAN,VACCINOLOGY,SERA & GAMMAGLOBULIN,TRANS PHARMACEUTICALS,PHARMA,CHEMOTHERAPY AND IMMUNOTHERAPY,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ANTI RH D IMMUNOGLOBULIN_INJECTIONS_300MCG_TRANS PHARMACEUTICALS_IMMUNO RHO 300 MCG INJ_1
89522,6008762A16802C03E8AFE023,193132,NAN,IBIFLO S 250 NEXHALER,CAT100,NAN,250MCG+25MCG,NO,FOR152,FLUTICASONE PROPIONATE+SALMETEROL,GRP174,12,SMMFG00044-01,697.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH106,1,PACKET,NAN,NAN,NAN,NO,NAN,RESPIRATORY ILLNESSES AND DISEASES,BRONCHODIL.INHALANT PREP.,INDIABULLS PHARMA,PHARMA,OTHERS,INHALERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FLUTICASONE PROPIONATE+SALMETEROL_INHALERS_250MCG+25MCG_INDIABULLS PHARMA_IBIFLO S 250 NEXHALER_1
89624,6008762A16802C03E8AFE08B,193236,NAN,IMIDERM 1 % CREAM,CAT100,NAN,1%W/W,NO,FOR113,LULICONAZOLE,GRP140,12,SMMFG03768-01,260.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,ANTIFUNGAL-DERMATOLOGICALS,GRACE DERMA HEALTHCARE,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LULICONAZOLE_CREAMS_1%W/W_GRACE DERMA HEALTHCARE_IMIDERM 1 % CREAM_1
