,_id,stratmed_sku,brand_code,brand_name,category,committed_volume,dose_size,dpco_list,form,generic_name,group,gst,manufacturer_code,mrp,price_effective_from_date,price_effective_to_date,purchase_price_w_gst,remarks,roa,status,subcategory,therapy_code,unit_per_pack,uom_pack_type,business_unit,dpco_ceiling_price,hsn_code,innovator_brand,marketed_by,therapy_name,group_name,manufacturer_name,category_name,subcategory_name,form_name,roa_name,created_by,created_date,unit_per_pack_num,update_date,updated_by,1m_mfg_name,generic_code,combined
38015,6008760916802C03E8AF147E,140997,NAN,CLOPAN CREAM 30 GM,CAT100,NAN,NAN,NO,FOR113,CLOBETASOL,GRP192,12,SMMFG01268-01,80.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,TUBE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,CORTICOSTEROIDS PLAIN,PANZER PHARMACEUTICALS,PHARMA,DERMATOLOGY,CREAMS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CLOBETASOL_CREAMS_NAN_CLOPAN CREAM 30 GM_1_80.0
51437,6008760F16802C03E8AF49AB,154610,NAN,DNS INFUSION,CAT100,NAN,5%W/V+0.9%W/V,NO,FOR121,DEXTROSE+NORMAL SALINE,GRP286,0,SMMFG00574-01,17.68,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,BOTTLE,NAN,NAN,NAN,NO,AXAR PHARMA,OTHERS,OTHERS,AXAR PHARMA,PHARMA,OTHERS,INFUSIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DEXTROSE+NORMAL SALINE_INFUSIONS_5%W/V+0.9%W/V_DNS INFUSION_1_17.68
52689,6008761016802C03E8AF4EAD,155892,NAN,DNS INFUSION,CAT100,NAN,5%W/V+0.9%W/V,NO,FOR121,DEXTROSE+NORMAL SALINE,GRP286,0,SMMFG00095-01,17.68,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,BOTTLE,NAN,NAN,NAN,NO,CLARIS LIFESCIENCE,OTHERS,OTHERS,CLARIS LIFESCIENCE,PHARMA,OTHERS,INFUSIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DEXTROSE+NORMAL SALINE_INFUSIONS_5%W/V+0.9%W/V_DNS INFUSION_1_17.68
70990,6008761616802C03E8AF96EA,174385,NAN,FEMILON TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00024-02,250.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,ORGANON INDIA LTD,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_FEMILON TAB_21_250.0
71023,6008761616802C03E8AF9710,174423,NAN,FREEDASE 30 TAB,CAT100,NAN,30MCG+2MG,NO,FOR102,DIENOGEST+ETHINYL ESTRADIOL,GRP286,12,SMMFG01470-01,480.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DIENOGEST+ETHINYL ESTRADIOL_TABLETS_30MCG+2MG_FREEDASE 30 TAB_21_480.0
78596,6008761F16802C03E8AFB4FF,182086,NAN,GINETTE 35 TAB,CAT100,NAN,2MG+0.035MG,NO,FOR102,CYPROTERONE+ETHINYL ESTRADIOL,GRP286,12,SMMFG00010-01,326.02,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,CIPLA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROTERONE+ETHINYL ESTRADIOL_TABLETS_2MG+0.035MG_GINETTE 35 TAB_21_326.02
78660,6008761F16802C03E8AFB546,182157,NAN,GABANTIN FORTE TAB,CAT100,NAN,300MG+500MCG,NO,FOR102,GABAPENTIN+METHYLCOBALAMIN,GRP136,12,SMMFG01470-01,189.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA102,ACTIVE,SUBC109,STH104,10,STRIP,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTIEPILEPTICS,SUN PHARMA,PHARMA,NEUROLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,GABAPENTIN+METHYLCOBALAMIN_TABLETS_300MG+500MCG_GABANTIN FORTE TAB_10_189.0
85619,6008762316802C03E8AFD0B8,189183,NAN,HUMALOG MIX 25 CARTRIDGE,CAT100,NAN,[25/75]100IU,NO,FOR105,INSULIN LISPRO+INSULIN LISPRO PROTAMINE,GRP286,0,SMMFG01373-01,745.0,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,CARTRIDGE,NAN,NAN,NAN,NO,ELIXIR PHARMACEUTICALS,OTHERS,OTHERS,ELIXIR PHARMACEUTICALS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,INSULIN LISPRO+INSULIN LISPRO PROTAMINE_INJECTIONS_[25/75]100IU_HUMALOG MIX 25 CARTRIDGE_1_745.0
85704,6008762316802C03E8AFD112,189273,NAN,HUMALOG MIX 50 CARTRIDGE,CAT100,NAN,[50/50]100IU,NO,FOR105,INSULIN LISPRO+INSULIN LISPRO PROTAMINE,GRP286,0,SMMFG01373-01,745.0,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,CARTRIDGE,NAN,NAN,NAN,NO,ELIXIR PHARMACEUTICALS,OTHERS,OTHERS,ELIXIR PHARMACEUTICALS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,INSULIN LISPRO+INSULIN LISPRO PROTAMINE_INJECTIONS_[50/50]100IU_HUMALOG MIX 50 CARTRIDGE_1_745.0
85796,6008762316802C03E8AFD16E,189365,NAN,HUMALOG MIX 25 KWIK PEN,CAT100,NAN,[25/75]100IU,NO,FOR105,INSULIN LISPRO+INSULIN LISPRO PROTAMINE,GRP286,0,SMMFG01373-01,851.0,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,DISPOSABLE,NAN,NAN,NAN,NO,ELIXIR PHARMACEUTICALS,OTHERS,OTHERS,ELIXIR PHARMACEUTICALS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,INSULIN LISPRO+INSULIN LISPRO PROTAMINE_INJECTIONS_[25/75]100IU_HUMALOG MIX 25 KWIK PEN_1_851.0
85932,6008762416802C03E8AFD1FA,189505,NAN,HUMALOG MIX 50 KWIK PEN,CAT100,NAN,[50/50]100IU,NO,FOR105,INSULIN LISPRO+INSULIN LISPRO PROTAMINE,GRP286,0,SMMFG01373-01,936.0,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC114,STH107,1,PRE-FILLED,NAN,NAN,NAN,NO,ELIXIR PHARMACEUTICALS,OTHERS,OTHERS,ELIXIR PHARMACEUTICALS,PHARMA,OTHERS,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,INSULIN LISPRO+INSULIN LISPRO PROTAMINE_INJECTIONS_[50/50]100IU_HUMALOG MIX 50 KWIK PEN_1_936.0
88670,6008762916802C03E8AFDCBF,192262,NAN,INVOKANA 100 MG TAB,CAT100,NAN,100MG,NO,FOR102,CANAGLIFLOZIN,GRP254,12,SMMFG04225-01,545.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC117,STH113,10,STRIP,NAN,NAN,NAN,NO,NAN,DIABETOLOGY,ORAL ANTIDIABETICS,VISION PHARMA,PHARMA,ANTI-DIABETIC,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CANAGLIFLOZIN_TABLETS_100MG_INVOKANA 100 MG TAB_10_545.0
89522,6008762A16802C03E8AFE023,193132,NAN,IBIFLO S 250 NEXHALER,CAT100,NAN,250MCG+25MCG,NO,FOR152,FLUTICASONE PROPIONATE+SALMETEROL,GRP174,12,SMMFG00044-01,697.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH106,1,PACKET,NAN,NAN,NAN,NO,NAN,RESPIRATORY ILLNESSES AND DISEASES,BRONCHODIL.INHALANT PREP.,INDIABULLS PHARMA,PHARMA,OTHERS,INHALERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,FLUTICASONE PROPIONATE+SALMETEROL_INHALERS_250MCG+25MCG_IBIFLO S 250 NEXHALER_1_697.0
94196,6008762B16802C03E8AFF28F,197848,NAN,KRIMSON 35 TAB,CAT100,NAN,2MG+0.035MG,NO,FOR102,CYPROTERONE+ETHINYL ESTRADIOL,GRP286,12,SMMFG01470-01,358.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SUN PHARMA,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CYPROTERONE+ETHINYL ESTRADIOL_TABLETS_2MG+0.035MG_KRIMSON 35 TAB_21_358.0
94217,6008762B16802C03E8AFF2A6,197871,NAN,KZ PLUS LOTION 75 ML,CAT100,NAN,2%W/V+1%W/V,NO,FOR138,KETOCONAZOLE+ZINC PYRITHIONE,GRP217,12,SMMFG00043-01,349.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC110,STH109,1,BOTTLE,NAN,NAN,NAN,NO,NAN,DERMATOLOGY,HAIR CARE/ANTIDANDRUFF PREP.,HEGDE & HEGDE,PHARMA,DERMATOLOGY,LOTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,KETOCONAZOLE+ZINC PYRITHIONE_LOTIONS_2%W/V+1%W/V_KZ PLUS LOTION 75 ML_1_349.0
94602,6008762B16802C03E8AFF434,198269,NAN,KALNASE NASAL SPRAY,CAT100,NAN,200IU,NO,FOR119,CALCITONIN,GRP150,12,SMMFG00891-01,950.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH104,1,PACKET,NAN,NAN,NAN,NO,NAN,CENTRAL NERVOUS SYSTEM DISORDERS,ANTI-OSTEOPOROSIS PREP.,VIRCHOW BIOTEC,PHARMA,OTHERS,SPRAYS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CALCITONIN_SPRAYS_200IU_KALNASE NASAL SPRAY_1_950.0
101141,6008762E16802C03E8B00E1C,204901,NAN,LORTINIL TZ INJ,CAT100,NAN,1000MG+125MG,NO,FOR105,CEFTAZIDIME+TAZOBACTUM,GRP183,12,SMMFG00037-01,413.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC103,STH103,1,VIAL,NAN,NAN,NAN,NO,NAN,ANTI-INFECTIVES & INFECTIOUS DISEASES,CEPHALOSPORINS,VERITAZ HEALTHCARE,PHARMA,ANTI-INFECTIVES,INJECTIONS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,CEFTAZIDIME+TAZOBACTUM_INJECTIONS_1000MG+125MG_LORTINIL TZ INJ_1_413.0
103414,6008762F16802C03E8B0171A,207203,NAN,LACTOFRESH SYP 200 ML,CAT100,NAN,10000MG,NO,FOR104,LACTULOSE,GRP235,12,SMMFG06879-01,130.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,SAITECH MEDICARE PVT LTD,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_10000MG_LACTOFRESH SYP 200 ML_1_130.0
105037,6008762F16802C03E8B01D7C,208837,NAN,LACTOFRESH SYP 100 ML,CAT100,NAN,10000MG,NO,FOR104,LACTULOSE,GRP235,12,SMMFG06879-01,75.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,SAITECH MEDICARE PVT LTD,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_10000MG_LACTOFRESH SYP 100 ML_1_75.0
105070,6008762F16802C03E8B01D9D,208870,NAN,LACTOFRESH SYP 100 ML,CAT100,NAN,10000MG,NO,FOR104,LACTULOSE,GRP235,12,SMMFG06614-01,75.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,POLARD HEALTHCARE,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_10000MG_LACTOFRESH SYP 100 ML_1_75.0
106481,6008763016802C03E8B02336,210303,NAN,LACTOFRESH SYP 200 ML,CAT100,NAN,10000MG,NO,FOR104,LACTULOSE,GRP235,12,SMMFG06614-01,130.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC102,STH102,1,BOTTLE,NAN,NAN,NAN,NO,NAN,GASTROENTEROLOGY,LAXATIVES,POLARD HEALTHCARE,PHARMA,GASTROENTEROLOGY,SYRUPS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,LACTULOSE_SYRUPS_10000MG_LACTOFRESH SYP 200 ML_1_130.0
120037,6008763616802C03E8B058DF,224040,NAN,NOVELON TAB,CAT100,NAN,0.15MG+0.03MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00024-02,218.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,ORGANON INDIA LTD,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.03MG_NOVELON TAB_21_218.0
128975,6008763B16802C03E8B07C33,233084,NAN,OVULOC LD TAB,CAT100,NAN,0.15MG+0.02MG,NO,FOR102,DESOGESTREL+ETHINYL ESTRADIOL,GRP286,12,SMMFG00412-01,153.4,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC114,STH107,21,STRIP,NAN,NAN,NAN,NO,NAN,OTHERS,OTHERS,SERUM INSTITUTE,PHARMA,OTHERS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,DESOGESTREL+ETHINYL ESTRADIOL_TABLETS_0.15MG+0.02MG_OVULOC LD TAB_21_153.4
138417,6008763F16802C03E8B0A186,242639,NAN,PROGYNOVA 2 MG TAB,CAT100,NAN,2MG,NO,FOR102,ESTRADIOL,GRP252,12,SMMFG00062-02,456.0,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,0.0,NAN,ROA102,ACTIVE,SUBC100,STH100,28,STRIP,NAN,NAN,NAN,NO,ZYDUS CADILA,GYNAECOLOGY,OESTROGENS & SIMI.COMB.,ZYDUS CADILA,PHARMA,GYNAECOLOGY,TABLETS,ORAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,ESTRADIOL_TABLETS_2MG_PROGYNOVA 2 MG TAB_28_456.0
151565,6008764416802C03E8B0D589,255954,NAN,REGESTRONE 5 MG TAB,CAT100,NAN,5MG,NO,FOR102,NORETHISTERONE,GRP297,12,SMMFG00018-01,57.0,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC100,STH100,10,STRIP,NAN,NAN,NAN,NO,NAN,GYNAECOLOGY,PROGESTOGEN & SIMI.COMB.,TORRENT PHARMA,PHARMA,GYNAECOLOGY,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NORETHISTERONE_TABLETS_5MG_REGESTRONE 5 MG TAB_10_57.0
151660,6008764416802C03E8B0D5EC,256053,NAN,RYZODEG 100IU/ML FLEXTOUCH,CAT100,NAN,1.05MG+2.56MG,NO,FOR105,INSULIN ASPART+INSULIN DEGLUDEC,GRP286,12,SMMFG01184-01,1320.0,NAN,NAN,NAN,NAN,ROA103,ACTIVE,SUBC114,STH107,1,PREFILLED,NO,NAN,NAN,NO,NAN,OTHERS,OTHERS,NOVO NORDISK INDIA,PHARMA,OTHERS,INJECTIONS,PARENTERAL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,INSULIN ASPART+INSULIN DEGLUDEC_INJECTIONS_1.05MG+2.56MG_RYZODEG 100IU/ML FLEXTOUCH_1_1320.0
174333,6008764E16802C03E8B12F68,278961,NAN,TELVAS AM TAB,CAT100,NAN,5MG+40MG,NO,FOR102,AMLODIPINE+TELMISARTAN,GRP224,12,SMMFG00002-01,69.75,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC101,STH101,10,STRIP,NAN,NAN,NAN,NO,NAN,CARDIOLOGY,HYPOTENSIVE DUAL COMB.,ARISTO PHARMA,PHARMA,CARDIAC & HEMATINICS,TABLETS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,AMLODIPINE+TELMISARTAN_TABLETS_5MG+40MG_TELVAS AM TAB_10_69.75
204064,6008765A16802C03E8B1A489,400043,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,CAT104,NAN,26MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26_OTHERS_26MM_RING ANNULOPLASTY MC3 TRICUSPID 4900T26_1_71390
204065,6008765A16802C03E8B1A48A,400044,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,CAT104,NAN,34MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34_OTHERS_34MM_RING ANNULOPLASTY MC3 TRICUSPID 4900T34_1_71390
204066,6008765A16802C03E8B1A48B,400045,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,CAT104,NAN,26MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T26,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T26_OTHERS_26MM_RING ANNULOPLASTY MC3 TRICUSPID 4900T26_1_71390
204072,6008765A16802C03E8B1A494,400054,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,CAT104,NAN,34MM,NO,FOR150,RING ANNULOPLASTY MC3 TRICUSPID 4900T34,GRP482,12,SMMFG00742-01,71390,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC146,STH107,1,PIECE,NAN,NAN,NAN,NO,EDWARDS,OTHERS,ANNULOPLASTY RINGS TRICUSPID,EDWARDS,IMPLANTS,CARDIO THORACIC VASCULAR SURGERY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,RING ANNULOPLASTY MC3 TRICUSPID 4900T34_OTHERS_34MM_RING ANNULOPLASTY MC3 TRICUSPID 4900T34_1_71390
206761,6008765B16802C03E8B1AF27,402770,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206764,6008765B16802C03E8B1AF2A,402773,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
206769,6008765B16802C03E8B1AF2F,402778,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,YES,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,5,SMMFG00850-01,31584,1/1/1970 0:00,1/1/1970 0:00,0.0,NAN,ROA100,ACTIVE,SUBC131,STH107,1,NAN,NAN,NAN,NAN,NO,NAN,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
206873,6008765B16802C03E8B1AF99,402884,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_OTHERS_2.75X16MM_STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_1_31584
206874,6008765B16802C03E8B1AF9A,402885,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_OTHERS_2.75X16MM_STENT CORONARY DRUG ELUTING YUKON CHOICE FLEX YCFX27516_1_31584
206881,6008765B16802C03E8B1AFAD,402904,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,CAT104,NAN,2.75X16MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_OTHERS_2.75X16MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2716_1_31584
206882,6008765C16802C03E8B1AFB0,402907,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,CAT104,NAN,2.75X28MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728,GRP540,12,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_OTHERS_2.75X28MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET2728_1_31584
206884,6008765C16802C03E8B1AFB5,402912,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,CAT104,NAN,3.0X21MM,NO,FOR150,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021,GRP540,5,SMMFG00850-01,31584,NAN,NAN,NAN,NAN,ROA100,ACTIVE,SUBC131,STH107,1,PIECE,NAN,NAN,NAN,NO,TRANSLUMINA,OTHERS,CORONARY STENT DRUG ELUTING SIROLIMUS,TRANSLUMINA,IMPLANTS,CARDIOLOGY,OTHERS,OTHERS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_OTHERS_3.0X21MM_STENT CORONARY DRUG ELUTING YUKON PC ELITE YCET3021_1_31584
